TTD	ConcludedLocation	ActualLocation
178	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
484	Vector3r(8.0, 3.0, 0.0)	Vector3r(8.0, 3.0, 0.0)
1962	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
822	Vector3r(5.0, 0.0, 0.0)	Vector3r(5.0, 0.0, 0.0)
579	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
823	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
412	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
188	Vector3r(3.0, 9.0, 0.0)	Vector3r(3.0, 9.0, 0.0)
608	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
153	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
98	Vector3r(5.0, 4.0, 0.0)	Vector3r(5.0, 4.0, 0.0)
364	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
900	Vector3r(7.0, 3.0, 0.0)	Vector3r(7.0, 3.0, 0.0)
148	Vector3r(5.0, 3.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
1173	Vector3r(7.0, 7.0, 0.0)	Vector3r(7.0, 7.0, 0.0)
678	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
719	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
196	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
586	Vector3r(4.0, 7.0, 0.0)	Vector3r(5.0, 5.0, 0.0)
620	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
405	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
423	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
1940	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
564	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
989	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 3.0, 0.0)
396	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
446	Vector3r(6.0, 5.0, 0.0)	Vector3r(6.0, 5.0, 0.0)
748	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
334	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
613	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
295	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
899	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
229	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
596	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
572	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
795	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
588	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
451	Vector3r(8.0, 2.0, 0.0)	Vector3r(8.0, 2.0, 0.0)
456	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
760	Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0)
507	Vector3r(3.0, 6.0, 0.0)	Vector3r(3.0, 6.0, 0.0)
1081	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
646	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
692	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
1056	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
1021	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
546	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
586	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
1241	Vector3r(8.0, 2.0, 0.0)	Vector3r(8.0, 2.0, 0.0)
426	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
401	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
309	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
415	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
133	Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0)
1188	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
396	Vector3r(7.0, 7.0, 0.0)	Vector3r(7.0, 7.0, 0.0)
788	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
344	Vector3r(5.0, 7.0, 0.0)	Vector3r(5.0, 7.0, 0.0)
555	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
1436	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
153	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
302	Vector3r(9.0, 6.0, 0.0)	Vector3r(9.0, 6.0, 0.0)
325	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
367	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
180	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
177	Vector3r(8.0, 5.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
252	Vector3r(3.0, 0.0, 0.0)	Vector3r(3.0, 0.0, 0.0)
168	Vector3r(8.0, 0.0, 0.0)	Vector3r(8.0, 0.0, 0.0)
395	Vector3r(8.0, 6.0, 0.0)	Vector3r(8.0, 6.0, 0.0)
292	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
90	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
968	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
593	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
613	Vector3r(4.0, 5.0, 0.0)	Vector3r(4.0, 5.0, 0.0)
666	Vector3r(8.0, 3.0, 0.0)	Vector3r(8.0, 3.0, 0.0)
212	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
402	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
350	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
366	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
867	Vector3r(4.0, 5.0, 0.0)	Vector3r(4.0, 5.0, 0.0)
285	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
536	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
344	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
759	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
726	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
471	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
444	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
365	Vector3r(4.0, 8.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
518	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
470	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
254	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
453	Vector3r(8.0, 6.0, 0.0)	Vector3r(8.0, 6.0, 0.0)
303	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
189	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
469	Vector3r(4.0, 7.0, 0.0)	Vector3r(7.0, 7.0, 0.0)
