TTD	ConcludedLocation	ActualLocation
178	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
289	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 3.0, 0.0)
1028	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
318	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
779	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
435	Vector3r(3.0, 0.0, 0.0)	Vector3r(3.0, 0.0, 0.0)
417	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
588	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
577	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
612	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
142	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
436	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
439	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
945	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
322	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
408	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
242	Vector3r(5.0, 7.0, 0.0)	Vector3r(5.0, 7.0, 0.0)
263	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
800	Vector3r(7.0, 6.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
461	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
518	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
464	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
486	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
70	Vector3r(9.0, 8.0, 0.0)	Vector3r(9.0, 8.0, 0.0)
123	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
870	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
258	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
348	Vector3r(8.0, 0.0, 0.0)	Vector3r(8.0, 0.0, 0.0)
