TTD	ConcludedLocation	ActualLocation
178	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
535	Vector3r(8.0, 3.0, 0.0)	Vector3r(8.0, 3.0, 0.0)
1106	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
196	Vector3r(7.0, 8.0, 0.0)	Vector3r(7.0, 8.0, 0.0)
380	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
1044	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 0.0, 0.0)
807	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
486	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
354	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
582	Vector3r(8.0, 2.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
1245	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
236	Vector3r(5.0, 1.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
475	Vector3r(7.0, 3.0, 0.0)	Vector3r(7.0, 3.0, 0.0)
163	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
778	Vector3r(7.0, 8.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
547	Vector3r(1.0, 0.0, 0.0)	Vector3r(1.0, 0.0, 0.0)
406	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
177	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
964	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
401	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
940	Vector3r(5.0, 3.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
698	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
288	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
814	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
1043	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
615	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
660	Vector3r(7.0, 6.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
571	Vector3r(2.0, 9.0, 0.0)	Vector3r(2.0, 9.0, 0.0)
410	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
199	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
585	Vector3r(7.0, 8.0, 0.0)	Vector3r(6.0, 5.0, 0.0)
