TTD	ConcludedLocation	ActualLocation
593	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
839	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
672	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
757	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
547	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
804	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
775	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
1194	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
801	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
433	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
512	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
510	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
1056	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
790	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
755	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
487	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
763	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
545	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
818	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
722	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
674	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
871	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
855	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
578	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
776	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
587	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
768	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
579	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
937	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
1069	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
665	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
519	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
1421	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
1678	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
725	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
674	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
1178	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
523	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
568	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
804	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
847	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
