TTD	ConcludedLocation	ActualLocation
610	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
822	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
471	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
645	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
655	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
398	Vector3r(0.0, 6.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
827	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
608	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
546	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
624	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
690	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
692	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
505	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
453	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
815	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
747	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
639	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
457	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
847	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
502	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
643	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
522	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
455	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
550	Vector3r(7.0, 9.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
404	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
612	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
634	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
623	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
431	Vector3r(9.0, 7.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
440	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
464	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
483	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
458	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
582	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
821	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
746	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
506	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
704	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
430	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
561	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
390	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
597	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
469	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
560	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
448	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
556	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
463	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
530	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
994	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
602	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
414	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
690	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
909	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
692	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
667	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
731	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
413	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
707	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
654	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
425	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
1199	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
484	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
521	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
873	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
421	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
687	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
424	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
495	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
695	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
582	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 3.0, 0.0)
532	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
618	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
660	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
805	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
410	Vector3r(8.0, 5.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
509	Vector3r(8.0, 2.0, 0.0)	Vector3r(8.0, 2.0, 0.0)
668	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
629	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
827	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
1195	Vector3r(4.0, 8.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
451	Vector3r(8.0, 5.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
445	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
409	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
703	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
701	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
506	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
667	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
428	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
627	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
1362	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
488	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
929	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
405	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
363	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 4.0, 0.0)
538	Vector3r(2.0, 9.0, 0.0)	Vector3r(2.0, 9.0, 0.0)
502	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
1153	Vector3r(1.0, 4.0, 0.0)	Vector3r(1.0, 4.0, 0.0)
645	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
481	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
725	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
416	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
520	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
770	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
491	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
830	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
645	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 5.0, 0.0)
403	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
500	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
612	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
505	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
453	Vector3r(1.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
392	Vector3r(7.0, 7.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
654	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
419	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
638	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
463	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
895	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
491	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
464	Vector3r(8.0, 5.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
960	Vector3r(4.0, 9.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
698	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
1000	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
639	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
464	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
694	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
408	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
659	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
738	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
661	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
544	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
886	Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0)
422	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
462	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
406	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
404	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
422	Vector3r(5.0, 0.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
646	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
484	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
849	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
511	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
727	Vector3r(9.0, 8.0, 0.0)	Vector3r(9.0, 8.0, 0.0)
891	Vector3r(2.0, 8.0, 0.0)	Vector3r(2.0, 8.0, 0.0)
499	Vector3r(5.0, 0.0, 0.0)	Vector3r(4.0, 3.0, 0.0)
474	Vector3r(4.0, 5.0, 0.0)	Vector3r(4.0, 5.0, 0.0)
426	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
509	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
675	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
609	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
415	Vector3r(2.0, 8.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
478	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
503	Vector3r(5.0, 6.0, 0.0)	Vector3r(5.0, 6.0, 0.0)
829	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
693	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 6.0, 0.0)
480	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
505	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
677	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
618	Vector3r(8.0, 5.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
512	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
711	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
502	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
513	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
412	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
405	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
481	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
632	Vector3r(4.0, 1.0, 0.0)	Vector3r(4.0, 1.0, 0.0)
