TTD	ConcludedLocation	ActualLocation
410	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
422	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
471	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
445	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
455	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
1398	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
427	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
408	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
546	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
424	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
490	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
516	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
615	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
856	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
715	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
510	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
481	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
415	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
847	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
417	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
728	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
522	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
455	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
725	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
626	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
899	Vector3r(9.0, 6.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
950	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
623	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
312	Vector3r(9.0, 6.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
686	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
537	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
698	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
773	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
917	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
477	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
528	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
403	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
700	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
634	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
761	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
647	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
407	Vector3r(3.0, 2.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
1333	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
629	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
531	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
473	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
463	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
513	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
611	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
402	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
414	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
690	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
509	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
892	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
667	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
449	Vector3r(9.0, 5.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
495	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
707	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
454	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
625	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
858	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
