TTD	ConcludedLocation	ActualLocation
810	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
422	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
471	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
626	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
874	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
409	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
616	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
696	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
658	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
424	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
690	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
692	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
505	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
653	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
647	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
515	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
439	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
756	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
685	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
486	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
522	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
522	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
455	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
725	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
408	Vector3r(7.0, 7.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
608	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
608	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
474	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
402	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
669	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
757	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
396	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
1175	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
1103	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
404	Vector3r(6.0, 6.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
622	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
403	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
500	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
627	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
405	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
410	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
407	Vector3r(3.0, 2.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
684	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
878	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
448	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
956	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
463	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
913	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
411	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
402	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
814	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
690	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
709	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
692	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
667	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
531	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
613	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
507	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
454	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
396	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
428	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
484	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
521	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
873	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
621	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
487	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
624	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
495	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
521	Vector3r(2.0, 8.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
366	Vector3r(0.0, 3.0, 0.0)	Vector3r(6.0, 3.0, 0.0)
522	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
418	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
460	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
605	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
812	Vector3r(7.0, 6.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
507	Vector3r(8.0, 2.0, 0.0)	Vector3r(8.0, 2.0, 0.0)
459	Vector3r(7.0, 2.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
438	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
