TTD	ConcludedLocation	ActualLocation
810	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
763	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
530	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
445	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
455	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
409	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
616	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
808	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
546	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
424	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
690	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
892	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
705	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
453	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
447	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
748	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
406	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
457	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
447	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
417	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
528	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
522	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
655	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
525	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
826	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
615	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
434	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
423	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
687	Vector3r(1.0, 4.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
711	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
937	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
683	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
858	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
447	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
477	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
728	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
403	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
700	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
434	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
