TTD	ConcludedLocation	ActualLocation
410	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
622	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
422	Vector3r(4.0, 4.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
807	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
742	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
609	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
616	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
408	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
746	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
1033	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
681	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
492	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
505	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
653	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
847	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
715	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
500	Vector3r(9.0, 0.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
425	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
818	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
617	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
651	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
449	Vector3r(0.0, 4.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
405	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
525	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
426	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
559	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
490	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
423	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
402	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
469	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
864	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
442	Vector3r(4.0, 5.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
822	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
924	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
477	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
528	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
603	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
900	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
434	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
438	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
515	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
395	Vector3r(9.0, 8.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
669	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
560	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
448	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
756	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
663	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
513	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
728	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
685	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
414	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
490	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
509	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
692	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
467	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
531	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
413	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
507	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
454	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
625	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
658	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
425	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
521	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
873	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
421	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
758	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
804	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
550	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
464	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
420	Vector3r(6.0, 3.0, 0.0)	Vector3r(6.0, 3.0, 0.0)
419	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
818	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
460	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
1096	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
590	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 6.0, 0.0)
438	Vector3r(8.0, 2.0, 0.0)	Vector3r(8.0, 2.0, 0.0)
468	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
429	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
627	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
493	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
880	Vector3r(8.0, 5.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
718	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
1032	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
480	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
701	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
906	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
867	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
628	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
669	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
720	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
488	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
529	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
436	Vector3r(6.0, 1.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
382	Vector3r(1.0, 5.0, 0.0)	Vector3r(5.0, 4.0, 0.0)
888	Vector3r(2.0, 9.0, 0.0)	Vector3r(2.0, 9.0, 0.0)
702	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
860	Vector3r(1.0, 4.0, 0.0)	Vector3r(1.0, 4.0, 0.0)
538	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
481	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
525	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
384	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
514	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
608	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
691	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
830	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
640	Vector3r(0.0, 5.0, 0.0)	Vector3r(0.0, 5.0, 0.0)
608	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
500	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
1012	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
705	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
658	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
635	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
870	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
532	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
606	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
518	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
495	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
491	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
604	Vector3r(3.0, 7.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
706	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
412	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
817	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
822	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
664	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
1123	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
579	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
459	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
738	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
661	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
544	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
486	Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0)
1229	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
488	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
478	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
699	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
475	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
730	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
514	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
482	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
410	Vector3r(8.0, 2.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
828	Vector3r(9.0, 8.0, 0.0)	Vector3r(9.0, 8.0, 0.0)
491	Vector3r(2.0, 8.0, 0.0)	Vector3r(2.0, 8.0, 0.0)
671	Vector3r(4.0, 3.0, 0.0)	Vector3r(4.0, 3.0, 0.0)
702	Vector3r(4.0, 5.0, 0.0)	Vector3r(4.0, 5.0, 0.0)
626	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
509	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
675	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
609	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
691	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
409	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
496	Vector3r(5.0, 6.0, 0.0)	Vector3r(5.0, 6.0, 0.0)
429	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
438	Vector3r(5.0, 6.0, 0.0)	Vector3r(5.0, 6.0, 0.0)
402	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
638	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
477	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
725	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 5.0, 0.0)
605	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
511	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
502	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
513	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
812	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
405	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
481	Vector3r(9.0, 2.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
618	Vector3r(9.0, 0.0, 0.0)	Vector3r(4.0, 1.0, 0.0)
877	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
586	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
406	Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0)
501	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
422	Vector3r(9.0, 6.0, 0.0)	Vector3r(9.0, 6.0, 0.0)
449	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
537	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
679	Vector3r(3.0, 5.0, 0.0)	Vector3r(3.0, 5.0, 0.0)
833	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
527	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
475	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
500	Vector3r(8.0, 0.0, 0.0)	Vector3r(8.0, 0.0, 0.0)
668	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
744	Vector3r(9.0, 9.0, 0.0)	Vector3r(9.0, 9.0, 0.0)
775	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 1.0, 0.0)
701	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
657	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
