TTD	ConcludedLocation	ActualLocation
2210	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
2222	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
1871	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
2045	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
1127	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
3126	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
2027	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
2408	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
2746	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
1824	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
3090	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
2892	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
1705	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
2453	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
927	Vector3r(-1.0, -1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
1835	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
2239	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
1296	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
2208	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
2217	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
1728	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
1594	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
2284	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
3424	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
1826	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
3215	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
2834	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
1823	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
2002	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
2469	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
2664	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
2683	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
1181	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
2324	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
1556	Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
