TTD	ConcludedLocation	ActualLocation
593	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
380	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
331	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
357	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
342	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
398	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
586	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
794	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
401	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
362	Vector3r(8.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
583	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
310	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
697	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
212	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
292	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
270	Vector3r(0.0, 9.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
380	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
345	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
355	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
385	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
674	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
480	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
347	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
224	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
429	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
387	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
1168	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
579	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
394	Vector3r(6.0, 1.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
212	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
265	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
282	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
381	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
555	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
325	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
474	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
378	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
723	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
768	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
404	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
392	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
251	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
744	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
442	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
354	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
246	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
339	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
289	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
209	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
343	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
227	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
312	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
274	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
329	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
434	Vector3r(6.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
372	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
589	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
486	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
1254	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
680	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
544	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
577	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
281	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
329	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
581	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
515	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
578	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
507	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
707	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
398	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 3.0, 0.0)
292	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
