TTD	ConcludedLocation	ActualLocation
593	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
380	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
331	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
357	Vector3r(1.0, 5.0, 0.0)	Vector3r(1.0, 5.0, 0.0)
747	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
593	Vector3r(9.0, 4.0, 0.0)	Vector3r(9.0, 4.0, 0.0)
386	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
394	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
437	Vector3r(-1.0, -1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
346	Vector3r(8.0, 4.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
363	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
310	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
497	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
349	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
355	Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0)
252	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 9.0, 0.0)
398	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
345	Vector3r(4.0, 0.0, 0.0)	Vector3r(4.0, 0.0, 0.0)
355	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
785	Vector3r(7.0, 4.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
474	Vector3r(6.0, 1.0, 0.0)	Vector3r(6.0, 1.0, 0.0)
680	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
347	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
277	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
776	Vector3r(7.0, 9.0, 0.0)	Vector3r(7.0, 9.0, 0.0)
387	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
568	Vector3r(0.0, 4.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
379	Vector3r(4.0, 2.0, 0.0)	Vector3r(4.0, 2.0, 0.0)
400	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
333	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
538	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
282	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
381	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
555	Vector3r(6.0, 8.0, 0.0)	Vector3r(6.0, 8.0, 0.0)
325	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
274	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
399	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
302	Vector3r(7.0, 0.0, 0.0)	Vector3r(7.0, 0.0, 0.0)
768	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
204	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
392	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
395	Vector3r(3.0, 2.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
600	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
442	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
554	Vector3r(3.0, 3.0, 0.0)	Vector3r(3.0, 3.0, 0.0)
246	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
739	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
289	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
391	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
400	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
588	Vector3r(9.0, 3.0, 0.0)	Vector3r(9.0, 3.0, 0.0)
312	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
274	Vector3r(9.0, 0.0, 0.0)	Vector3r(9.0, 0.0, 0.0)
414	Vector3r(9.0, 6.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
945	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
331	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
434	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
295	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
748	Vector3r(6.0, 4.0, 0.0)	Vector3r(6.0, 4.0, 0.0)
377	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
344	Vector3r(2.0, 6.0, 0.0)	Vector3r(2.0, 6.0, 0.0)
377	Vector3r(8.0, 4.0, 0.0)	Vector3r(8.0, 4.0, 0.0)
