TTD	ConcludedLocation	ActualLocation
959	Vector3r(9.0, 1.0, 0.0),Vector3r(6.0, 8.0, 0.0),Vector3r(7.0, 2.0, 0.0)	Vector3r(9.0, 1.0, 0.0),Vector3r(6.0, 8.0, 0.0),Vector3r(7.0, 2.0, 0.0)
858	Vector3r(8.0, 1.0, 0.0),Vector3r(1.0, 5.0, 0.0),Vector3r(3.0, 4.0, 0.0)	Vector3r(5.0, 3.0, 0.0),Vector3r(3.0, 4.0, 0.0),Vector3r(8.0, 1.0, 0.0)
850	Vector3r(4.0, 9.0, 0.0),Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 9.0, 0.0),Vector3r(4.0, 3.0, 0.0),Vector3r(1.0, 1.0, 0.0)
761	Vector3r(7.0, 4.0, 0.0),Vector3r(8.0, 3.0, 0.0),Vector3r(1.0, 6.0, 0.0)	Vector3r(1.0, 6.0, 0.0),Vector3r(8.0, 3.0, 0.0),Vector3r(7.0, 4.0, 0.0)
830	Vector3r(5.0, 4.0, 0.0),Vector3r(0.0, 4.0, 0.0),Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 4.0, 0.0),Vector3r(0.0, 4.0, 0.0),Vector3r(2.0, 3.0, 0.0)
1122	Vector3r(6.0, 0.0, 0.0),Vector3r(4.0, 1.0, 0.0),Vector3r(8.0, 8.0, 0.0)	Vector3r(4.0, 1.0, 0.0),Vector3r(0.0, 6.0, 0.0),Vector3r(8.0, 8.0, 0.0)
610	Vector3r(6.0, 0.0, 0.0),Vector3r(9.0, 7.0, 0.0),Vector3r(6.0, 4.0, 0.0)	Vector3r(9.0, 7.0, 0.0),Vector3r(6.0, 0.0, 0.0),Vector3r(6.0, 4.0, 0.0)
658	Vector3r(9.0, 0.0, 0.0),Vector3r(3.0, 5.0, 0.0),Vector3r(3.0, 1.0, 0.0)	Vector3r(3.0, 1.0, 0.0),Vector3r(9.0, 0.0, 0.0),Vector3r(3.0, 5.0, 0.0)
551	Vector3r(5.0, 1.0, 0.0),Vector3r(5.0, 2.0, 0.0),Vector3r(2.0, 7.0, 0.0)	Vector3r(2.0, 7.0, 0.0),Vector3r(5.0, 2.0, 0.0),Vector3r(5.0, 1.0, 0.0)
1264	Vector3r(3.0, 7.0, 0.0),Vector3r(4.0, 3.0, 0.0),Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0),Vector3r(4.0, 3.0, 0.0),Vector3r(3.0, 7.0, 0.0)
1421	Vector3r(5.0, 7.0, 0.0),Vector3r(6.0, 9.0, 0.0),Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0),Vector3r(6.0, 9.0, 0.0),Vector3r(5.0, 7.0, 0.0)
1114	Vector3r(0.0, 1.0, 0.0),Vector3r(3.0, 9.0, 0.0),Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0),Vector3r(3.0, 9.0, 0.0),Vector3r(0.0, 1.0, 0.0)
763	Vector3r(1.0, 5.0, 0.0),Vector3r(7.0, 6.0, 0.0),Vector3r(5.0, 3.0, 0.0)	Vector3r(5.0, 3.0, 0.0),Vector3r(7.0, 6.0, 0.0),Vector3r(9.0, 8.0, 0.0)
726	Vector3r(5.0, 9.0, 0.0),Vector3r(3.0, 7.0, 0.0),Vector3r(7.0, 6.0, 0.0)	Vector3r(5.0, 9.0, 0.0),Vector3r(6.0, 3.0, 0.0),Vector3r(7.0, 6.0, 0.0)
1015	Vector3r(3.0, 6.0, 0.0),Vector3r(5.0, 4.0, 0.0),Vector3r(8.0, 7.0, 0.0)	Vector3r(5.0, 4.0, 0.0),Vector3r(8.0, 7.0, 0.0),Vector3r(3.0, 6.0, 0.0)
1500	Vector3r(8.0, 2.0, 0.0),Vector3r(4.0, 5.0, 0.0),Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0),Vector3r(8.0, 2.0, 0.0),Vector3r(4.0, 5.0, 0.0)
811	Vector3r(2.0, 5.0, 0.0),Vector3r(7.0, 1.0, 0.0),Vector3r(-1.0, -1.0, 0.0)	Vector3r(2.0, 5.0, 0.0),Vector3r(7.0, 1.0, 0.0),Vector3r(5.0, 7.0, 0.0)
1033	Vector3r(8.0, 5.0, 0.0),Vector3r(9.0, 4.0, 0.0),Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 8.0, 0.0),Vector3r(8.0, 5.0, 0.0),Vector3r(9.0, 4.0, 0.0)
