TTD	ConcludedLocation	ActualLocation
579	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
225	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
328	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
860	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
1011	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
829	Vector3r(5.0, 0.0, 0.0)	Vector3r(5.0, 0.0, 0.0)
609	Vector3r(4.0, 5.0, 0.0)	Vector3r(4.0, 5.0, 0.0)
776	Vector3r(8.0, 6.0, 0.0)	Vector3r(8.0, 6.0, 0.0)
467	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
501	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
453	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
1120	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
333	Vector3r(1.0, 6.0, 0.0)	Vector3r(1.0, 6.0, 0.0)
373	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
477	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
922	Vector3r(5.0, 5.0, 0.0)	Vector3r(5.0, 5.0, 0.0)
386	Vector3r(1.0, 4.0, 0.0)	Vector3r(1.0, 4.0, 0.0)
541	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
192	Vector3r(4.0, 1.0, 0.0)	Vector3r(4.0, 1.0, 0.0)
345	Vector3r(9.0, 7.0, 0.0)	Vector3r(9.0, 7.0, 0.0)
859	Vector3r(7.0, 8.0, 0.0)	Vector3r(7.0, 8.0, 0.0)
757	Vector3r(2.0, 8.0, 0.0)	Vector3r(2.0, 8.0, 0.0)
598	Vector3r(0.0, 7.0, 0.0)	Vector3r(0.0, 7.0, 0.0)
896	Vector3r(7.0, 8.0, 0.0)	Vector3r(7.0, 8.0, 0.0)
324	Vector3r(5.0, 5.0, 0.0)	Vector3r(5.0, 5.0, 0.0)
434	Vector3r(5.0, 2.0, 0.0)	Vector3r(5.0, 2.0, 0.0)
357	Vector3r(1.0, 7.0, 0.0)	Vector3r(1.0, 7.0, 0.0)
926	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
641	Vector3r(3.0, 5.0, 0.0)	Vector3r(3.0, 5.0, 0.0)
663	Vector3r(9.0, 8.0, 0.0)	Vector3r(9.0, 8.0, 0.0)
775	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
728	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
390	Vector3r(7.0, 3.0, 0.0)	Vector3r(7.0, 3.0, 0.0)
687	Vector3r(7.0, 7.0, 0.0)	Vector3r(7.0, 7.0, 0.0)
521	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
565	Vector3r(7.0, 8.0, 0.0)	Vector3r(7.0, 8.0, 0.0)
591	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
179	Vector3r(5.0, 1.0, 0.0)	Vector3r(5.0, 1.0, 0.0)
147	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
1016	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
498	Vector3r(5.0, 0.0, 0.0)	Vector3r(5.0, 0.0, 0.0)
359	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
235	Vector3r(6.0, 9.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
926	Vector3r(5.0, 3.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
567	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
786	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
547	Vector3r(1.0, 6.0, 0.0)	Vector3r(1.0, 6.0, 0.0)
296	Vector3r(8.0, 9.0, 0.0)	Vector3r(8.0, 9.0, 0.0)
538	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
474	Vector3r(2.0, 1.0, 0.0)	Vector3r(2.0, 1.0, 0.0)
640	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
504	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
589	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
431	Vector3r(6.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
391	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
477	Vector3r(7.0, 1.0, 0.0)	Vector3r(7.0, 1.0, 0.0)
376	Vector3r(5.0, 0.0, 0.0)	Vector3r(5.0, 0.0, 0.0)
611	Vector3r(5.0, 8.0, 0.0)	Vector3r(1.0, 0.0, 0.0)
1003	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 6.0, 0.0)
966	Vector3r(1.0, 3.0, 0.0)	Vector3r(1.0, 3.0, 0.0)
499	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
241	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
308	Vector3r(7.0, 3.0, 0.0)	Vector3r(7.0, 3.0, 0.0)
747	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
