TTD	ConcludedLocation	ActualLocation
579	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
376	Vector3r(2.0, 0.0, 0.0)	Vector3r(2.0, 0.0, 0.0)
341	Vector3r(2.0, 3.0, 0.0)	Vector3r(2.0, 3.0, 0.0)
481	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
742	Vector3r(1.0, 4.0, 0.0)	Vector3r(1.0, 4.0, 0.0)
345	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
292	Vector3r(2.0, 5.0, 0.0)	Vector3r(2.0, 5.0, 0.0)
649	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
509	Vector3r(1.0, 6.0, 0.0)	Vector3r(1.0, 6.0, 0.0)
525	Vector3r(9.0, 0.0, 0.0)	Vector3r(5.0, 7.0, 0.0)
676	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
1131	Vector3r(1.0, 8.0, 0.0)	Vector3r(1.0, 8.0, 0.0)
510	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
518	Vector3r(-1.0, -1.0, 0.0)	Vector3r(9.0, 2.0, 0.0)
1020	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
628	Vector3r(2.0, 8.0, 0.0)	Vector3r(2.0, 8.0, 0.0)
554	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
475	Vector3r(2.0, 9.0, 0.0)	Vector3r(2.0, 9.0, 0.0)
514	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
290	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
1819	Vector3r(7.0, 7.0, 0.0)	Vector3r(7.0, 7.0, 0.0)
481	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
397	Vector3r(4.0, 6.0, 0.0)	Vector3r(4.0, 6.0, 0.0)
772	Vector3r(0.0, 8.0, 0.0)	Vector3r(0.0, 8.0, 0.0)
817	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
336	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
767	Vector3r(-1.0, -1.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
232	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
789	Vector3r(1.0, 9.0, 0.0)	Vector3r(1.0, 9.0, 0.0)
776	Vector3r(0.0, 2.0, 0.0)	Vector3r(0.0, 2.0, 0.0)
270	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
586	Vector3r(-1.0, -1.0, 0.0)	Vector3r(6.0, 9.0, 0.0)
666	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
524	Vector3r(4.0, 8.0, 0.0)	Vector3r(4.0, 8.0, 0.0)
771	Vector3r(5.0, 4.0, 0.0)	Vector3r(5.0, 4.0, 0.0)
354	Vector3r(1.0, 0.0, 0.0)	Vector3r(1.0, 0.0, 0.0)
884	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
311	Vector3r(3.0, 2.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
404	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
720	Vector3r(8.0, 6.0, 0.0)	Vector3r(8.0, 6.0, 0.0)
987	Vector3r(7.0, 5.0, 0.0)	Vector3r(7.0, 5.0, 0.0)
