TTD	ConcludedLocation	ActualLocation
439	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
561	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
613	Vector3r(8.0, 3.0, 0.0)	Vector3r(8.0, 3.0, 0.0)
724	Vector3r(3.0, 2.0, 0.0)	Vector3r(3.0, 2.0, 0.0)
370	Vector3r(7.0, 2.0, 0.0)	Vector3r(7.0, 2.0, 0.0)
484	Vector3r(9.0, 9.0, 0.0)	Vector3r(9.0, 9.0, 0.0)
440	Vector3r(3.0, 0.0, 0.0)	Vector3r(3.0, 0.0, 0.0)
351	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
326	Vector3r(9.0, 0.0, 0.0)	Vector3r(6.0, 0.0, 0.0)
294	Vector3r(6.0, 7.0, 0.0)	Vector3r(6.0, 7.0, 0.0)
666	Vector3r(-1.0, -1.0, 0.0)	Vector3r(1.0, 6.0, 0.0)
990	Vector3r(9.0, 5.0, 0.0)	Vector3r(9.0, 5.0, 0.0)
1075	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
390	Vector3r(3.0, 5.0, 0.0)	Vector3r(3.0, 5.0, 0.0)
412	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
755	Vector3r(4.0, 7.0, 0.0)	Vector3r(4.0, 7.0, 0.0)
510	Vector3r(6.0, 2.0, 0.0)	Vector3r(6.0, 2.0, 0.0)
664	Vector3r(3.0, 8.0, 0.0)	Vector3r(3.0, 8.0, 0.0)
839	Vector3r(-1.0, -1.0, 0.0)	Vector3r(5.0, 3.0, 0.0)
613	Vector3r(6.0, 8.0, 0.0)	Vector3r(3.0, 6.0, 0.0)
466	Vector3r(1.0, 1.0, 0.0)	Vector3r(1.0, 1.0, 0.0)
312	Vector3r(5.0, 9.0, 0.0)	Vector3r(5.0, 9.0, 0.0)
423	Vector3r(8.0, 6.0, 0.0)	Vector3r(8.0, 6.0, 0.0)
506	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
645	Vector3r(2.0, 8.0, 0.0)	Vector3r(2.0, 8.0, 0.0)
1169	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
505	Vector3r(4.0, 4.0, 0.0)	Vector3r(4.0, 4.0, 0.0)
237	Vector3r(2.0, 2.0, 0.0)	Vector3r(2.0, 2.0, 0.0)
333	Vector3r(0.0, 5.0, 0.0)	Vector3r(0.0, 5.0, 0.0)
703	Vector3r(9.0, 1.0, 0.0)	Vector3r(9.0, 1.0, 0.0)
985	Vector3r(5.0, 5.0, 0.0)	Vector3r(0.0, 4.0, 0.0)
311	Vector3r(1.0, 4.0, 0.0)	Vector3r(1.0, 4.0, 0.0)
800	Vector3r(-1.0, -1.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
303	Vector3r(0.0, 6.0, 0.0)	Vector3r(0.0, 6.0, 0.0)
178	Vector3r(1.0, 2.0, 0.0)	Vector3r(1.0, 2.0, 0.0)
677	Vector3r(8.0, 1.0, 0.0)	Vector3r(8.0, 1.0, 0.0)
366	Vector3r(3.0, 7.0, 0.0)	Vector3r(3.0, 7.0, 0.0)
425	Vector3r(6.0, 5.0, 0.0)	Vector3r(6.0, 5.0, 0.0)
613	Vector3r(4.0, 9.0, 0.0)	Vector3r(4.0, 9.0, 0.0)
865	Vector3r(0.0, 3.0, 0.0)	Vector3r(0.0, 3.0, 0.0)
574	Vector3r(8.0, 7.0, 0.0)	Vector3r(8.0, 7.0, 0.0)
269	Vector3r(3.0, 6.0, 0.0)	Vector3r(3.0, 6.0, 0.0)
334	Vector3r(6.0, 6.0, 0.0)	Vector3r(6.0, 6.0, 0.0)
1002	Vector3r(-1.0, -1.0, 0.0)	Vector3r(7.0, 4.0, 0.0)
716	Vector3r(8.0, 8.0, 0.0)	Vector3r(8.0, 8.0, 0.0)
279	Vector3r(3.0, 4.0, 0.0)	Vector3r(3.0, 4.0, 0.0)
267	Vector3r(0.0, 1.0, 0.0)	Vector3r(0.0, 1.0, 0.0)
651	Vector3r(2.0, 4.0, 0.0)	Vector3r(2.0, 4.0, 0.0)
829	Vector3r(0.0, 0.0, 0.0)	Vector3r(0.0, 0.0, 0.0)
547	Vector3r(5.0, 8.0, 0.0)	Vector3r(5.0, 8.0, 0.0)
